CountyID,Date,Emp_Count,Total_Wages,Total_Establishments,NAICS_10,NAICS_101,NAICS_1011,NAICS_1012,NAICS_1013,NAICS_102,NAICS_1021,NAICS_1022,NAICS_1023,NAICS_1024,NAICS_1025,NAICS_1026,NAICS_1027,NAICS_1029,Employment,Labor_Force,Unemployment_Count,Unemployment_Rate,Weekly_Wages
3003,8/1/2019,2544,26512,212,4661,1287,65,21,1201,830,288,0,318,27,104,79,14, ,4505,4635,130,2.8,808
3003,9/1/2019,2506,26512,212,4596,1246,67,20,1159,844,296,0,317,27,103,92,9, ,4441,4550,109,2.4,808
3003,10/1/2019,2447,29046,214,4480,1203,60,15,1128,830,299,0,318,27,102,75,9,0,4367,4486,119,2.7,908
3003,11/1/2019,2476,29046,214,4534,1212,62,15,1135,846,307,0,319,27,99,83,10,1,4367,4472,105,2.3,908
3003,12/1/2019,2462,29046,214,4506,1207,59,15,1133,837,305,0,314,28,101,77,11,1,4289,4424,135,3.1,908
3003,1/1/2020,2249,20714,125,4083,1253,56,14,1183,581,300,0,63,44,102,62,10,1,4496,4639,143,3.1,712
3003,2/1/2020,2238,20714,125,4062,1251,59,14,1178,573,295,0,61,46,101,61,9,1,4438,4584,146,3.2,712
3003,3/1/2020,2230,20714,125,4040,1248,56,15,1177,562,286,0,64,44,102,58,8,1,4330,4479,149,3.3,712
3003,4/1/2020,2007,20567,125,3622,1085,70,16,999,530,285,0,63,40,84,50,8, ,3914,4245,331,7.8,728
3003,5/1/2020,2223,20567,125,4044,1245,68,16,1161,576,311,0,55,45,98,59,8, ,4253,4451,198,4.4,728
3003,6/1/2020,2286,20567,125,4150,1277,60,15,1202,587,308,0,61,46,95,68,9, ,4209,4405,196,4.4,728
3003,7/1/2020,2292,21599,126,4148,1270,62,20,1188,586,306,0,60,46,99,67,8,0,4124,4297,173,4,723
3003,8/1/2020,2305,21599,126,4179,1279,62,21,1196,595,307,0,60,55,97,66,8,2,4152,4303,151,3.5,723
3003,9/1/2020,2301,21599,126,4193,1285,57,23,1205,607,304,0,61,70,98,64,8,2,4143,4290,147,3.4,723
3003,10/1/2020,2321,24290,126,4236,1293,55,25,1213,622,306,0,62,86,99,59,8,2,4373,4513,140,3.1,807
3003,11/1/2020,2299,24290,126,4208,1277,54,25,1198,632,311,0,60,95,98,58,8,2,4414,4551,137,3,807
3003,12/1/2020,2329,24290,126,4262,1292,59,25,1208,641,326,0,62,85,98,59,9,2,4299,4453,154,3.5,807
3005,1/1/2019,3664,32812,251,6741,1184,0,0,793,1893,856,0,117,73,498,194,57,0,4886,5092,206,4,681
3005,2/1/2019,3707,32812,251,6823,1188,0,0,779,1928,866,0,119,75,498,217,53,0,4809,4994,185,3.7,681
3005,3/1/2019,3746,32812,251,6903,1176,0,0,770,1981,906,0,123,79,503,212,61,0,4878,5054,176,3.5,681
3005,4/1/2019,4050,35445,256,7499,1396,0,0,773,2053,950,0,127,97,487,236,60,0,4924,5078,154,3,664
3005,5/1/2019,4209,35445,256,7832,1505,0,0,805,2118,1014,0,128,94,488,247,50,0,4934,5114,180,3.5,664
3005,6/1/2019,4053,35445,256,7516,1393,0,0,798,2070,957,0,121,92,498,244,59,0,4783,4984,201,4,664
3005,7/1/2019,3800,34234,260,7012,1210,0,0,716,2002,891,0,125,92,493,241,58,0,4685,4894,209,4.3,699
3005,8/1/2019,3775,34234,260,6937,1170,0,0,741,1992,890,0,120,108,498,223,55,0,4762,4945,183,3.7,699
3005,9/1/2019,3720,34234,260,6843,1157,0,0,748,1966,877,0,122,94,501,219,54,0,4693,4844,151,3.1,699
3005,10/1/2019,3643,35355,263,6664,1065,0,0,688,1956,846,0,128,98,514,218,54,0,4665,4853,188,3.9,739
3005,11/1/2019,3691,35355,263,6763,1091,0,0,677,1981,865,0,132,98,514,216,55,0,4662,4837,175,3.6,739
3005,12/1/2019,3707,35355,263,6784,1088,0,0,669,1989,856,0,155,95,509,219,54,0,4612,4804,192,4,739
3005,1/1/2020,3724,33682,270,6846,1129,0,0,694,1993,599,0,135,362,502,239,53,0,4803,5001,198,4,700
3005,2/1/2020,3706,33682,270,6796,1123,0,0,691,1967,587,0,140,368,504,213,53,0,4746,4928,182,3.7,700
3005,3/1/2020,3681,33682,270,6743,1112,0,0,697,1950,578,0,140,357,505,217,50,0,4643,4845,202,4.2,700
3005,4/1/2020,3727,34981,270,6849,1254,0,0,614,1868,586,0,135,344,488,174,47,0,4276,4645,369,7.9,712
3005,5/1/2020,3851,34981,270,7100,1291,0,0,615,1958,638,0,137,356,495,186,51,0,4488,4739,251,5.3,712
3005,6/1/2020,3759,34981,270,6903,1217,0,0,600,1927,596,0,136,362,503,185,49,0,4321,4574,253,5.5,712
3005,7/1/2020,3588,34746,271,6577,1087,0,0,608,1902,582,0,135,353,509,184,49,0,4164,4420,256,5.8,749
3005,8/1/2020,3578,34746,271,6516,1060,0,0,637,1878,558,0,135,350,504,194,49,0,4223,4443,220,5,749
3005,9/1/2020,3542,34746,271,6462,1043,0,0,642,1877,564,0,137,346,498,194,47,0,4182,4375,193,4.4,749
3005,10/1/2020,3618,39050,274,6577,1061,0,0,656,1898,567,0,140,349,503,200,46,0,4414,4606,192,4.2,832
3005,11/1/2020,3605,39050,274,6563,1059,0,0,662,1899,572,0,140,345,506,196,48,0,4496,4686,190,4.1,832
3005,12/1/2020,3608,39050,274,6595,1079,0,0,672,1908,578,0,139,347,498,201,52,0,4345,4567,222,4.9,832
3007,1/1/2019,418,3981,58,717,83,83,0,0,216,55,0,36,0,24,0,3,4,1147,1220,73,6,732
3007,2/1/2019,417,3981,58,723,86,86,0,0,220,52,0,38,0,25,0,3,4,1107,1164,57,4.9,732
3007,3/1/2019,420,3981,58,728,86,86,0,0,222,55,0,38,0,25,0,3,4,1124,1175,51,4.3,732
3007,4/1/2019,419,3823,59,721,88,88,0,0,214,48,0,36,0,26,0,4,4,1113,1164,51,4.4,691
3007,5/1/2019,426,3823,59,735,93,93,0,0,216,50,0,33,0,26,0,4,4,1093,1147,54,4.7,691
3007,6/1/2019,432,3823,59,751,89,89,0,0,230,46,0,34,0,25,0,13,3,1054,1111,57,5.1,691
3007,7/1/2019,430,3921,60,739,84,84,0,0,225,54,0,33,0,23,0,4,3,1069,1132,63,5.6,687
3007,8/1/2019,436,3921,60,745,86,86,0,0,223,54,0,32,0,22,0,4,4,1114,1170,56,4.8,687
3007,9/1/2019,452,3921,60,781,107,107,0,0,222,52,0,32,0,23,0,4,4,1099,1147,48,4.2,687
3007,10/1/2019,477,4245,61,827,111,111,0,0,239,55,0,37,0,28,0,7,5,1110,1159,49,4.2,699
3007,11/1/2019,467,4245,61,808,109,109,0,0,232,51,0,37,0,27,0,7,6,1116,1167,51,4.4,699
3007,12/1/2019,457,4245,61,788,100,100,0,0,231,54,0,37,0,27,0,7,6,1102,1153,51,4.4,699
3007,1/1/2020,438,4063,63,750,86,86,0,0,226,61,0,36,0,23,0,4,3,1190,1243,53,4.3,714
3007,2/1/2020,436,4063,63,745,90,90,0,0,219,56,0,36,0,22,0,4,3,1175,1229,54,4.4,714
3007,3/1/2020,439,4063,63,750,87,87,0,0,224,54,0,37,0,23,0,4,3,1144,1199,55,4.6,714
3007,4/1/2020,432,3864,61,725,91,91,0,0,202,52,0,34,0,0,0,3,1,1027,1118,91,8.1,705
3007,5/1/2020,414,3864,61,711,93,93,0,0,204,57,0,33,0,0,0,4,2,1075,1150,75,6.5,705
3007,6/1/2020,418,3864,61,720,84,84,0,0,218,61,0,33,0,0,0,5,2,1046,1127,81,7.2,705
3007,7/1/2020,419,4531,61,725,92,92,0,0,214,52,0,35,0,0,0,7,0,986,1065,79,7.4,799
3007,8/1/2020,430,4531,61,736,93,93,0,0,213,51,0,36,0,0,0,7,0,1008,1077,69,6.4,799
3007,9/1/2020,460,4531,61,790,108,108,0,0,222,54,0,32,0,0,0,18,1,1001,1063,62,5.8,799
3007,10/1/2020,470,4318,62,806,117,117,0,0,219,58,0,35,0,0,0,7,2,1080,1137,57,5,731
3007,11/1/2020,449,4318,62,771,108,108,0,0,214,56,0,35,0,0,0,7,2,1116,1179,63,5.3,731
3007,12/1/2020,445,4318,62,762,100,100,0,0,217,56,0,35,0,0,0,7,3,1059,1142,83,7.3,731
3009,1/1/2019,15510,135426,816,26319,1624,29,327,1268,9185,2411,60,421,1257,2531,2169,324,12,16769,17689,920,5.2,668
3009,2/1/2019,15695,135426,816,26611,1633,30,329,1274,9283,2441,57,419,1221,2554,2251,330,10,16965,17817,852,4.8,668
3009,3/1/2019,15607,135426,816,26579,1633,30,335,1268,9339,2421,61,430,1220,2583,2291,319,14,16862,17672,810,4.6,668
3009,4/1/2019,15816,135779,822,26917,1648,30,362,1256,9453,2420,66,432,1251,2663,2271,331,19,17045,17723,678,3.8,663
3009,5/1/2019,15752,135779,822,26800,1662,32,361,1269,9386,2432,66,439,1227,2643,2214,345,20,17003,17712,709,4,663
3009,6/1/2019,15697,135779,822,26788,1673,33,364,1276,9418,2426,82,446,1279,2641,2176,347,21,16850,17695,845,4.8,663
3009,7/1/2019,15155,136704,835,25977,1680,37,360,1283,9142,2417,68,428,1240,2580,2020,357,32,16584,17417,833,4.8,675
3009,8/1/2019,15758,136704,835,26809,1691,35,358,1298,9360,2450,62,444,1266,2604,2145,356,33,16909,17690,781,4.4,675
3009,9/1/2019,15855,136704,835,26965,1689,34,342,1313,9421,2439,58,431,1278,2626,2214,337,38,17240,17923,683,3.8,675
3009,10/1/2019,15721,141340,844,26792,1702,32,369,1301,9369,2443,60,430,1234,2689,2142,337,34,17101,17782,681,3.8,694
3009,11/1/2019,15726,141340,844,26766,1577,32,373,1172,9463,2505,63,438,1218,2715,2159,330,35,17060,17789,729,4.1,694
3009,12/1/2019,15530,141340,844,26492,1563,32,363,1168,9399,2505,63,441,1226,2708,2101,325,30,16906,17620,714,4.1,694
3009,1/1/2020,15705,139041,859,26823,1471,38,345,1088,9647,2427,61,439,1417,2783,2229,278,13,17193,18034,841,4.7,677
3009,2/1/2020,15938,139041,859,27201,1563,40,412,1111,9700,2404,60,447,1464,2807,2221,283,14,17477,18253,776,4.3,677
3009,3/1/2020,15720,139041,859,26873,1518,39,352,1127,9635,2414,58,444,1493,2768,2168,280,10,17182,18020,838,4.7,677
3009,4/1/2020,14235,133556,858,23938,1474,35,348,1091,8229,2293,57,420,1415,2498,1310,223,13,15458,17339,1881,10.8,708
3009,5/1/2020,14664,133556,858,24875,1517,35,375,1107,8694,2407,58,426,1423,2490,1614,261,15,16092,17641,1549,8.8,708
3009,6/1/2020,14658,133556,858,25102,1395,33,378,984,9049,2469,57,439,1473,2524,1799,272,16,15813,17312,1499,8.7,708
3009,7/1/2020,14447,134471,872,24775,1363,33,387,943,8965,2463,54,426,1389,2498,1841,272,22,15640,17093,1453,8.5,697
3009,8/1/2020,15008,134471,872,25589,1382,35,397,950,9199,2467,54,425,1395,2515,2033,290,20,15928,17155,1227,7.2,697
3009,9/1/2020,15066,134471,872,25657,1391,38,387,966,9200,2463,55,409,1375,2589,1995,291,23,15995,17158,1163,6.8,697
3009,10/1/2020,15077,145913,881,25773,1368,36,379,953,9328,2481,56,408,1404,2608,2050,290,31,16644,17748,1104,6.2,746
3009,11/1/2020,15190,145913,881,26008,1385,36,384,965,9433,2521,55,409,1381,2688,2047,301,31,16704,17783,1079,6.1,746
3009,12/1/2020,14848,145913,881,25500,1398,38,384,976,9254,2496,56,404,1406,2706,1858,303,25,16529,17750,1221,6.9,746
3011,1/1/2019,4465,37334,285,8036,996,415,193,388,2575,1012,0,0,359,128,969,61,15,9515,9840,325,3.3,633
3011,2/1/2019,4505,37334,285,8112,993,415,189,389,2614,1022,0,0,347,132,1000,68,15,9459,9744,285,2.9,633
3011,3/1/2019,4649,37334,285,8390,1008,415,199,394,2733,1033,0,0,339,130,1116,69,16,9591,9883,292,3,633
3011,4/1/2019,4766,38730,280,8635,1029,420,216,393,2840,1037,0,0,379,125,1186,69,13,9511,9768,257,2.6,628
3011,5/1/2019,4770,38730,280,8648,1004,414,207,383,2874,1031,0,0,386,128,1221,64,13,9477,9738,261,2.7,628
3011,6/1/2019,4703,38730,280,8535,1017,420,212,385,2815,1060,0,0,369,103,1164,72,14,9322,9626,304,3.2,628
3011,7/1/2019,4600,40926,284,8389,1007,419,200,388,2782,1059,0,0,392,108,1112,65,15,9329,9639,310,3.2,675
3011,8/1/2019,4685,40926,284,8480,1036,410,230,396,2759,1057,0,0,364,127,1102,61,17,9514,9793,279,2.8,675
3011,9/1/2019,4697,40926,284,8496,1003,410,199,394,2796,1079,0,0,380,123,1106,60,17,9578,9816,238,2.4,675
3011,10/1/2019,4691,41882,287,8477,1045,420,233,392,2741,1045,0,17,364,120,1106,65,0,9623,9874,251,2.5,684
3011,11/1/2019,4715,41882,287,8523,1054,426,241,387,2754,1076,0,17,346,122,1100,67,0,9711,9956,245,2.5,684
3011,12/1/2019,4734,41882,287,8570,1055,428,244,383,2781,1098,0,17,343,122,1105,67,0,9674,9913,239,2.4,684
3011,1/1/2020,4308,36170,284,7726,1000,426,223,351,2418,739,0,16,319,121,1120,67,0,9846,10143,297,2.9,644
3011,2/1/2020,4328,36170,284,7750,998,422,222,354,2424,740,0,17,345,121,1107,71,0,9867,10137,270,2.7,644
3011,3/1/2020,4316,36170,284,7733,981,417,216,348,2436,747,0,17,317,121,1138,72,0,9703,10004,301,3,644
3011,4/1/2020,3750,34372,283,6640,952,403,207,342,1938,664,0,16,306,85,800,58,0,8553,9425,872,9.3,683
3011,5/1/2020,3822,34372,283,6818,978,408,227,343,2018,676,0,16,252,85,912,67,0,8938,9594,656,6.8,683
3011,6/1/2020,4035,34372,283,7246,981,412,223,346,2230,731,0,15,277,75,1051,69,0,9034,9532,498,5.2,683
3011,7/1/2020,4046,37388,293,7265,968,405,225,338,2251,716,0,15,311,92,1044,67,0,8963,9402,439,4.7,703
3011,8/1/2020,4081,37388,293,7329,974,398,239,337,2274,717,0,16,320,107,1028,66,0,9005,9365,360,3.8,703
3011,9/1/2020,4145,37388,293,7446,973,397,241,335,2328,717,0,15,312,115,1085,64,0,9106,9460,354,3.7,703
3011,10/1/2020,4225,41156,305,7597,973,395,245,333,2399,719,0,16,329,110,1129,73,0,9683,9998,315,3.2,750
3011,11/1/2020,4229,41156,305,7601,980,401,243,336,2392,719,0,16,333,109,1118,74,0,9915,10212,297,2.9,750
3011,12/1/2020,4203,41156,305,7541,1000,420,241,339,2338,711,0,16,307,111,1099,72,0,9694,10058,364,3.6,750
3013,1/1/2019,19551,201039,1206,36212,3710,263,1263,2184,12951,6387,63,366,1469,1952,2301,365,48,39543,40968,1425,3.5,786
3013,2/1/2019,19713,201039,1206,36531,3753,268,1289,2196,13065,6462,61,369,1489,1965,2295,381,43,39815,41150,1335,3.2,786
3013,3/1/2019,19788,201039,1206,36669,3741,264,1294,2183,13140,6438,57,368,1520,1982,2347,392,36,39879,41184,1305,3.2,786
3013,4/1/2019,19886,200874,1219,36826,3758,269,1306,2183,13182,6491,67,375,1517,1926,2358,396,52,39722,40827,1105,2.7,772
3013,5/1/2019,20058,200874,1219,37179,3775,275,1316,2184,13346,6563,69,370,1491,1926,2429,442,56,39919,41103,1184,2.9,772
3013,6/1/2019,20099,200874,1219,37253,3790,279,1326,2185,13364,6608,65,368,1504,1898,2409,458,54,40009,41327,1318,3.2,772
3013,7/1/2019,20013,207926,1238,37153,3763,298,1314,2151,13377,6598,70,375,1468,1930,2434,453,49,40150,41441,1291,3.1,791
3013,8/1/2019,20458,207926,1238,37754,3785,298,1336,2151,13511,6741,65,376,1479,1952,2434,411,53,39854,41107,1253,3,791
3013,9/1/2019,20173,207926,1238,37357,3723,311,1286,2126,13461,6729,64,370,1478,2001,2352,409,58,40350,41405,1055,2.5,791
3013,10/1/2019,20523,229793,1262,38037,3926,434,1355,2137,13588,6794,63,373,1464,2013,2423,395,63,40520,41629,1109,2.7,853
3013,11/1/2019,20756,229793,1262,38489,3917,440,1355,2122,13816,6914,64,381,1503,2056,2430,407,61,40628,41628,1000,2.4,853
3013,12/1/2019,20865,229793,1262,38706,3972,440,1377,2155,13869,6912,63,381,1508,2018,2496,426,65,40760,41809,1049,2.5,853
3013,1/1/2020,20970,221935,1304,38901,4037,0,0,2314,13894,6894,63,391,1562,2046,2467,427,44,40586,41839,1253,3,812
3013,2/1/2020,21081,221935,1304,39115,4140,0,0,2298,13894,6932,59,385,1559,2061,2434,421,43,40859,42052,1193,2.8,812
3013,3/1/2020,21040,221935,1304,39019,4159,0,0,2308,13820,6949,59,381,1556,2036,2371,428,40,40417,41649,1232,3,812
3013,4/1/2020,19124,208891,1311,35177,4094,428,1393,2273,11959,6529,58,370,1489,1855,1402,225,31,34839,39261,4422,11.3,811
3013,5/1/2020,19959,208891,1311,36845,4154,461,1429,2264,12732,6594,59,382,1595,1939,1747,381,35,36361,39544,3183,8,811
3013,6/1/2020,20364,208891,1311,37647,4140,448,1440,2252,13143,6655,66,389,1597,1936,2007,454,39,36567,39101,2534,6.5,811
3013,7/1/2020,20136,218534,1326,37175,3947,345,1403,2199,13092,6572,77,381,1525,2114,1960,437,26,36730,39030,2300,5.9,826
3013,8/1/2020,20463,218534,1326,37617,3949,343,1443,2163,13205,6618,55,399,1531,2145,2003,425,29,36718,38635,1917,5,826
3013,9/1/2020,20465,218534,1326,37740,3944,342,1462,2140,13331,6655,53,374,1556,2194,2044,423,32,36969,38726,1757,4.5,826
3013,10/1/2020,20166,246393,1352,37139,3872,0,0,2086,13101,6597,50,375,1574,2067,1967,434,37,38726,40323,1597,4,933
3013,11/1/2020,20331,246393,1352,37466,3803,0,0,2064,13332,6722,46,368,1587,2076,2055,442,36,38934,40485,1551,3.8,933
3013,12/1/2020,20420,246393,1352,37646,3814,0,0,2091,13412,6785,49,365,1573,2076,2079,449,36,38974,40692,1718,4.2,933
3015,1/1/2019,40121,456755,2219,75461,12118,215,1714,10189,23222,9681,176,967,3848,3191,4560,705,94,48457,50602,2145,4.2,867
3015,2/1/2019,40437,456755,2219,76100,12179,215,1772,10192,23484,9722,173,975,3944,3260,4625,682,103,48752,50596,1844,3.6,867
3015,3/1/2019,40965,456755,2219,77081,12414,210,1946,10258,23702,9734,172,968,3949,3305,4770,708,96,48844,50628,1784,3.5,867
3015,4/1/2019,41062,442168,2249,77285,12533,221,1966,10346,23690,9688,174,956,3986,3314,4799,660,113,48647,50173,1526,3,828
3015,5/1/2019,41255,442168,2249,77673,12556,225,1962,10369,23862,9728,170,965,3979,3307,4948,649,116,48867,50509,1642,3.3,828
3015,6/1/2019,40948,442168,2249,77148,12436,231,1922,10283,23764,9708,168,972,3949,3249,4931,667,120,48945,50743,1798,3.5,828
3015,7/1/2019,40282,451826,2292,75984,12023,230,1863,9930,23679,9757,165,971,3751,3292,4935,685,123,49137,50997,1860,3.6,854
3015,8/1/2019,40943,451826,2292,76976,12107,231,1860,10016,23926,9786,159,969,3899,3331,4970,687,125,48827,50626,1799,3.6,854
3015,9/1/2019,40834,451826,2292,76699,12149,227,1875,10047,23716,9751,150,962,3793,3369,4830,735,126,49407,50935,1528,3,854
3015,10/1/2019,41055,480208,2330,77115,12157,231,1912,10014,23903,9876,144,975,3858,3364,4823,754,109,49616,51204,1588,3.1,896
3015,11/1/2019,41319,480208,2330,77630,12250,221,1956,10073,24061,10014,154,995,3900,3399,4715,764,120,49749,51223,1474,2.9,896
3015,12/1/2019,41342,480208,2330,77683,12311,233,1978,10100,24030,10047,163,993,3791,3440,4715,759,122,49885,51654,1769,3.4,896
3015,1/1/2020,41772,489662,2380,78597,12439,239,1889,10311,24386,10131,155,1035,4014,3477,4723,761,90,49741,51600,1859,3.6,899
3015,2/1/2020,41947,489662,2380,78925,12501,231,1899,10371,24477,10089,157,1039,4039,3500,4795,760,98,50059,51799,1740,3.4,899
3015,3/1/2020,41909,489662,2380,78790,12491,236,1890,10365,24390,10062,151,1002,4062,3428,4846,745,94,49504,51307,1803,3.5,899
3015,4/1/2020,35098,417113,2376,65473,10003,249,1773,7981,20372,9020,149,944,3667,2985,2972,559,76,42694,49797,7103,14.3,861
3015,5/1/2020,37262,417113,2376,69819,10557,254,1884,8419,22000,9333,148,960,3762,3135,3909,666,87,44559,49281,4722,9.6,861
3015,6/1/2020,39405,417113,2376,74145,11685,255,1915,9515,23055,9599,147,956,3876,3207,4510,670,90,44782,48633,3851,7.9,861
3015,7/1/2020,39312,454849,2433,73970,11398,230,1931,9237,23260,9591,113,966,3973,3251,4613,691,62,44948,48502,3554,7.3,878
3015,8/1/2020,39891,454849,2433,74964,11720,240,1933,9547,23353,9647,110,962,4021,3295,4559,695,64,44967,47859,2892,6,878
3015,9/1/2020,40286,454849,2433,75688,11858,247,1942,9669,23544,9749,111,933,4112,3358,4528,688,65,45255,47798,2543,5.3,878
3015,10/1/2020,40451,514828,2490,76006,11839,258,1945,9636,23716,9757,136,934,4139,3436,4521,720,73,47433,49762,2329,4.7,977
3015,11/1/2020,40417,514828,2490,75924,11797,250,1937,9610,23710,9801,134,940,4126,3455,4453,720,81,47705,50026,2321,4.6,977
3015,12/1/2020,40760,514828,2490,76607,11862,257,1933,9672,23985,9877,135,950,4130,3463,4625,713,92,47699,50266,2567,5.1,977
3017,1/1/2019,5460,44462,334,9908,1577,349,53,1175,2871,1186,34,169,361,474,394,244,9,5167,5562,395,7.1,626
3017,2/1/2019,5461,44462,334,9902,1565,346,50,1169,2876,1176,34,173,364,468,403,249,9,5194,5494,300,5.5,626
3017,3/1/2019,5469,44462,334,9912,1578,349,55,1174,2865,1170,34,171,348,474,405,254,9,5189,5490,301,5.5,626
3017,4/1/2019,5443,45890,334,9874,1490,351,60,1079,2941,1174,34,168,387,488,421,258,11,5096,5345,249,4.7,649
3017,5/1/2019,5410,45890,334,9843,1487,329,64,1094,2946,1155,34,172,383,506,426,260,10,5074,5356,282,5.3,649
3017,6/1/2019,5465,45890,334,9936,1501,326,61,1114,2970,1151,32,166,417,507,429,258,10,5014,5314,300,5.6,649
3017,7/1/2019,5421,43794,336,9883,1512,322,59,1131,2950,1138,34,157,415,500,442,252,12,5135,5512,377,6.8,618
3017,8/1/2019,5475,43794,336,9956,1536,321,56,1159,2945,1162,34,161,371,501,446,257,13,5187,5491,304,5.5,618
3017,9/1/2019,5456,43794,336,9920,1501,329,51,1121,2963,1165,34,156,373,526,436,260,13,5244,5511,267,4.8,618
3017,10/1/2019,5489,47709,340,9987,1550,343,51,1156,2948,1179,34,159,339,521,416,249,51,5243,5518,275,5,672
3017,11/1/2019,5435,47709,340,9874,1561,345,59,1157,2878,1189,33,161,319,501,416,238,21,5169,5450,281,5.2,672
3017,12/1/2019,5455,47709,340,9923,1576,359,53,1164,2892,1191,34,158,334,505,415,236,19,5141,5458,317,5.8,672
3017,1/1/2020,5539,48237,341,10096,1782,368,52,1362,2775,1097,34,160,322,518,393,234,17,5213,5530,317,5.7,664
3017,2/1/2020,5582,48237,341,10167,1821,383,51,1387,2764,1094,34,157,300,537,400,234,8,5257,5541,284,5.1,664
3017,3/1/2020,5648,48237,341,10307,1886,443,51,1392,2773,1112,34,158,285,532,405,239,8,5242,5557,315,5.7,664
3017,4/1/2020,5325,46279,340,9684,1769,383,61,1325,2590,1083,33,158,273,457,357,222,7,4891,5473,582,10.6,649
3017,5/1/2020,5541,46279,340,10108,1815,392,55,1368,2752,1130,32,158,323,456,412,234,7,5121,5497,376,6.8,649
